source,target,source_category,target_category
Ig.com.br,folha.Uol.com.br,Hyper center media,Hyper center media
Ig.com.br,Uol.com.br,Hyper center media,Hyper center media
Nexojornal.com.br,veja.Abril.com.br,Specific progressive themes,Center
Nexojornal.com.br,Cnnbrasil.com.br,Specific progressive themes,Hyper center media
Nexojornal.com.br,R7.com,Specific progressive themes,Hyper center media
Nexojornal.com.br,Abril.com.br,Specific progressive themes,Center
Nexojornal.com.br,Istoedinheiro.com.br,Specific progressive themes,Center
Nexojornal.com.br,Correiobraziliense.com.br,Specific progressive themes,Center
Nexojornal.com.br,Em.com.br,Specific progressive themes,Center
Nexojornal.com.br,Forumseguranca.org.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Jornaldebrasilia.com.br,Specific progressive themes,Center
Nexojornal.com.br,Ebc.com.br,Specific progressive themes,Hyper center media
Nexojornal.com.br,Exame.com,Specific progressive themes,Center
Nexojornal.com.br,Globo.com,Specific progressive themes,Hyper center media
Nexojornal.com.br,Camara.leg.br,Specific progressive themes,Hyper center media
Nexojornal.com.br,Senado.leg.br,Specific progressive themes,Hyper center media
Nexojornal.com.br,Projetocomprova.com.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Terra.com.br,Specific progressive themes,Hyper center media
Nexojornal.com.br,Aosfatos.org,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Metropoles.com,Specific progressive themes,Hyper center media
Nexojornal.com.br,Jovempan.com.br,Specific progressive themes,Center
Nexojornal.com.br,Jota.info,Specific progressive themes,Center
Nexojornal.com.br,Poder360.com.br,Specific progressive themes,Center
Nexojornal.com.br,noticias.Yahoo.com,Specific progressive themes,Center
Nexojornal.com.br,Valor.com.br,Specific progressive themes,Center
Nexojornal.com.br,Oantagonista.com,Specific progressive themes,Opinion journalism right
Nexojornal.com.br,Ig.com.br,Specific progressive themes,Hyper center media
Nexojornal.com.br,Nsctotal.com.br,Specific progressive themes,Center
Nexojornal.com.br,Gazetadopovo.com.br,Specific progressive themes,Opinion journalism right
Nexojornal.com.br,Quatrocincoum.com.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Mpf.mp.br,Specific progressive themes,Center
Nexojornal.com.br,Almapreta.com,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Opovo.com.br,Specific progressive themes,Center
Nexojornal.com.br,diariooficial,Specific progressive themes,Hyper center media
Nexojornal.com.br,Cartacapital.com.br,Specific progressive themes,Opinion journalism left
Nexojornal.com.br,Revistaforum.com.br,Specific progressive themes,Opinion journalism left
Nexojornal.com.br,Apublica.org,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Brasildefato.com.br,Specific progressive themes,Opinion journalism left
Nexojornal.com.br,Campograndenews.com.br,Specific progressive themes,Center
Nexojornal.com.br,Inpe.br,Specific progressive themes,Center
Nexojornal.com.br,Correio24Horas.com.br,Specific progressive themes,Center
Nexojornal.com.br,Reporterbrasil.org.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Amazoniareal.com.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Geledes.org.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Generonumero.media,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Projetocolabora.com.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Radioyande.com,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Ojoioeotrigo.com.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Ibirapitanga.org.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Mareonline.com.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Blogueirasnegras.org,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Itausocial.org.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Campanha.org.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Yahoo.com.br,Specific progressive themes,Center
Nexojornal.com.br,Olhardireto.com.br,Specific progressive themes,Regional/Local media outlets
Nexojornal.com.br,Trabalhoindigenista.org.br,Specific progressive themes,Regional/Local media outlets
Nexojornal.com.br,Fianbrasil.org.br,Specific progressive themes,Specific progressive themes
Nexojornal.com.br,Www.gov.br /.../noticias,Specific progressive themes,Center
Nexojornal.com.br,folha.Uol.com.br,Specific progressive themes,Hyper center media
Nexojornal.com.br,Uol.com.br,Specific progressive themes,Hyper center media
Ponte.org,veja.Abril.com.br,Specific progressive themes,Center
Ponte.org,Cnnbrasil.com.br,Specific progressive themes,Hyper center media
Ponte.org,Correiobraziliense.com.br,Specific progressive themes,Center
Ponte.org,Forumseguranca.org.br,Specific progressive themes,Specific progressive themes
Ponte.org,Ebc.com.br,Specific progressive themes,Hyper center media
Ponte.org,Globo.com,Specific progressive themes,Hyper center media
Ponte.org,Camara.leg.br,Specific progressive themes,Hyper center media
Ponte.org,Metropoles.com,Specific progressive themes,Hyper center media
Ponte.org,Jota.info,Specific progressive themes,Center
Ponte.org,Poder360.com.br,Specific progressive themes,Center
Ponte.org,noticias.Yahoo.com,Specific progressive themes,Center
Ponte.org,diariooficial,Specific progressive themes,Hyper center media
Ponte.org,Cartacapital.com.br,Specific progressive themes,Opinion journalism left
Ponte.org,Apublica.org,Specific progressive themes,Specific progressive themes
Ponte.org,Brasildefato.com.br,Specific progressive themes,Opinion journalism left
Ponte.org,Reporterbrasil.org.br,Specific progressive themes,Specific progressive themes
Ponte.org,Amazoniareal.com.br,Specific progressive themes,Specific progressive themes
Ponte.org,Geledes.org.br,Specific progressive themes,Specific progressive themes
Ponte.org,Nosmulheresdaperiferia.com.br,Specific progressive themes,Specific progressive themes
Ponte.org,Projetocolabora.com.br,Specific progressive themes,Specific progressive themes
Ponte.org,Jornalmetamorfose.com,Specific progressive themes,Specific progressive themes
Ponte.org,Eb.mil.br,Specific progressive themes,Regional/Local media outlets
Ponte.org,Eshoje.com.br,Specific progressive themes,Specific progressive themes
Ponte.org,folha.Uol.com.br,Specific progressive themes,Hyper center media
Ponte.org,Uol.com.br,Specific progressive themes,Hyper center media
Gazetadopovo.com.br,veja.Abril.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,redetv.Uol.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Cnnbrasil.com.br,Opinion journalism right,Hyper center media
Gazetadopovo.com.br,Istoe.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Abril.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Istoedinheiro.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Correiobraziliense.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Em.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Revistaoeste.com,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Correiodopovo.com.br,Opinion journalism right,Regional/Local media outlets
Gazetadopovo.com.br,Ebc.com.br,Opinion journalism right,Hyper center media
Gazetadopovo.com.br,Exame.com,Opinion journalism right,Center
Gazetadopovo.com.br,Globo.com,Opinion journalism right,Hyper center media
Gazetadopovo.com.br,Camara.leg.br,Opinion journalism right,Hyper center media
Gazetadopovo.com.br,Senado.leg.br,Opinion journalism right,Hyper center media
Gazetadopovo.com.br,Aosfatos.org,Opinion journalism right,Specific progressive themes
Gazetadopovo.com.br,Metropoles.com,Opinion journalism right,Hyper center media
Gazetadopovo.com.br,Jovempan.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Jota.info,Opinion journalism right,Center
Gazetadopovo.com.br,Poder360.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Oantagonista.com,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Ig.com.br,Opinion journalism right,Hyper center media
Gazetadopovo.com.br,Nexojornal.com.br,Opinion journalism right,Specific progressive themes
Gazetadopovo.com.br,Migalhas.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Mpf.mp.br,Opinion journalism right,Center
Gazetadopovo.com.br,Opovo.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,diariooficial,Opinion journalism right,Hyper center media
Gazetadopovo.com.br,Revistaforum.com.br,Opinion journalism right,Opinion journalism left
Gazetadopovo.com.br,Tecnoblog.net,Opinion journalism right,Center
Gazetadopovo.com.br,Jornaldocomercio.com,Opinion journalism right,Center
Gazetadopovo.com.br,Otempo.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Diariodocomercio.com.br,Opinion journalism right,Regional/Local media outlets
Gazetadopovo.com.br,Brasilsemmedo.com,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Brasilparalelo.com.br,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Conexaopolitica.com.br,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Mises.org.br,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Puggina.org,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Sensoincomum.org,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Crusoe.com.br,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Terracoeconomico.com.br,Opinion journalism right,Opinion journalism right
Gazetadopovo.com.br,Bemparana.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,Portalimprensa.com.br,Opinion journalism right,Specific progressive themes
Gazetadopovo.com.br,Desacato.info,Opinion journalism right,Opinion journalism left
Gazetadopovo.com.br,Geledes.org.br,Opinion journalism right,Specific progressive themes
Gazetadopovo.com.br,Yahoo.com.br,Opinion journalism right,Center
Gazetadopovo.com.br,folha.Uol.com.br,Opinion journalism right,Hyper center media
Gazetadopovo.com.br,Uol.com.br,Opinion journalism right,Hyper center media
Redebrasilatual.com.br,Cnnbrasil.com.br,Opinion journalism left,Hyper center media
Redebrasilatual.com.br,Correiobraziliense.com.br,Opinion journalism left,Center
Redebrasilatual.com.br,Em.com.br,Opinion journalism left,Center
Redebrasilatual.com.br,Ebc.com.br,Opinion journalism left,Hyper center media
Redebrasilatual.com.br,Globo.com,Opinion journalism left,Hyper center media
Redebrasilatual.com.br,Camara.leg.br,Opinion journalism left,Hyper center media
Redebrasilatual.com.br,Senado.leg.br,Opinion journalism left,Hyper center media
Redebrasilatual.com.br,Metropoles.com,Opinion journalism left,Hyper center media
Redebrasilatual.com.br,Poder360.com.br,Opinion journalism left,Center
Redebrasilatual.com.br,Verdesmares.com.br,Opinion journalism left,Center
Redebrasilatual.com.br,Brasil247.com,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Cartacapital.com.br,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Revistaforum.com.br,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Apublica.org,Opinion journalism left,Specific progressive themes
Redebrasilatual.com.br,Brasildefato.com.br,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Pragmatismopolitico.com.br,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Baraodeitarare.org.br /site,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Sul21.com.br,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Brasildefators.com.br,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Brasildefatope.com.br,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Deolhonosruralistas.com.br,Opinion journalism left,Specific progressive themes
Redebrasilatual.com.br,Monitormercantil.com.br,Opinion journalism left,Opinion journalism left
Redebrasilatual.com.br,Avozdaserra.com.br,Opinion journalism left,Center
Redebrasilatual.com.br,folha.Uol.com.br,Opinion journalism left,Hyper center media
Redebrasilatual.com.br,Uol.com.br,Opinion journalism left,Hyper center media
Verdesmares.com.br,Ebc.com.br,Center,Hyper center media
Verdesmares.com.br,Globo.com,Center,Hyper center media
Verdesmares.com.br,Camara.leg.br,Center,Hyper center media
Jornalggn.com.br,veja.Abril.com.br,Opinion journalism left,Center
Jornalggn.com.br,Cnnbrasil.com.br,Opinion journalism left,Hyper center media
Jornalggn.com.br,R7.com,Opinion journalism left,Hyper center media
Jornalggn.com.br,Sbt.com.br,Opinion journalism left,Center
Jornalggn.com.br,Istoe.com.br,Opinion journalism left,Center
Jornalggn.com.br,Correiobraziliense.com.br,Opinion journalism left,Center
Jornalggn.com.br,Ebc.com.br,Opinion journalism left,Hyper center media
Jornalggn.com.br,Globo.com,Opinion journalism left,Hyper center media
Jornalggn.com.br,Camara.leg.br,Opinion journalism left,Hyper center media
Jornalggn.com.br,Diariodocentrodomundo.com.br,Opinion journalism left,Opinion journalism left
Jornalggn.com.br,Senado.leg.br,Opinion journalism left,Hyper center media
Jornalggn.com.br,Metropoles.com,Opinion journalism left,Hyper center media
Jornalggn.com.br,Jovempan.com.br,Opinion journalism left,Center
Jornalggn.com.br,Jota.info,Opinion journalism left,Center
Jornalggn.com.br,Poder360.com.br,Opinion journalism left,Center
Jornalggn.com.br,Oantagonista.com,Opinion journalism left,Opinion journalism right
Jornalggn.com.br,Ig.com.br,Opinion journalism left,Hyper center media
Jornalggn.com.br,Gazetadopovo.com.br,Opinion journalism left,Opinion journalism right
Jornalggn.com.br,Redebrasilatual.com.br,Opinion journalism left,Opinion journalism left
Jornalggn.com.br,Migalhas.com.br,Opinion journalism left,Center
Jornalggn.com.br,Mpf.mp.br,Opinion journalism left,Center
Jornalggn.com.br,Cartacapital.com.br,Opinion journalism left,Opinion journalism left
Jornalggn.com.br,Revistaforum.com.br,Opinion journalism left,Opinion journalism left
Jornalggn.com.br,Apublica.org,Opinion journalism left,Specific progressive themes
Jornalggn.com.br,Infomoney.com.br,Opinion journalism left,Center
Jornalggn.com.br,Idec.org.br,Opinion journalism left,Specific progressive themes
Jornalggn.com.br,Brasildefato.com.br,Opinion journalism left,Opinion journalism left
Jornalggn.com.br,Acidadeon.com,Opinion journalism left,Center
Jornalggn.com.br,Cartamaior.com.br,Opinion journalism left,Opinion journalism left
Jornalggn.com.br,Outraspalavras.net,Opinion journalism left,Opinion journalism left
Jornalggn.com.br,Oantagonista.net,Opinion journalism left,Opinion journalism right
Jornalggn.com.br,Reporterbrasil.org.br,Opinion journalism left,Specific progressive themes
Jornalggn.com.br,Amazoniareal.com.br,Opinion journalism left,Specific progressive themes
Jornalggn.com.br,Geledes.org.br,Opinion journalism left,Specific progressive themes
Jornalggn.com.br,Observatoriodamineracao.com.br,Opinion journalism left,Specific progressive themes
Jornalggn.com.br,Monitormercantil.com.br,Opinion journalism left,Opinion journalism left
Jornalggn.com.br,Monitordooriente.com,Opinion journalism left,Opinion journalism left
Jornalggn.com.br,Yahoo.com.br,Opinion journalism left,Center
Jornalggn.com.br,folha.Uol.com.br,Opinion journalism left,Hyper center media
Jornalggn.com.br,Uol.com.br,Opinion journalism left,Hyper center media
Institutomillenium.org.br,veja.Abril.com.br,Opinion journalism right,Center
Institutomillenium.org.br,Estadao.com.br,Opinion journalism right,Center
Institutomillenium.org.br,Abril.com.br,Opinion journalism right,Center
Institutomillenium.org.br,Dinheirorural.com.br,Opinion journalism right,Center
Institutomillenium.org.br,Istoedinheiro.com.br,Opinion journalism right,Center
Institutomillenium.org.br,Ebc.com.br,Opinion journalism right,Hyper center media
Institutomillenium.org.br,Exame.com,Opinion journalism right,Center
